LECROYWR640Zi,55822,Waveform
Segments,1,SegmentSize,24886
Segment,TrigTime,TimeSinceSegment1
#1,25-Jun-2026 11:18:56,0                 
Time,Ampl
975488,158.3332824707031
975489,175.5269165039063
975490,-167.0751953125
975491,-149.7858123779297
975492,-132.6753387451172
975493,-115.4519500732422
975494,-98.13745880126953
975495,-81.12073516845703
975496,-63.85172653198242
975497,-46.69244003295898
975498,-29.52454566955566
975499,-12.22592926025391
975500,5.049994945526123
975501,22.2734260559082
975502,39.53165817260742
975503,56.70242309570313
975504,73.85342407226563
975505,91.02732849121094
975506,108.1971282958984
975507,125.4754486083984
975508,142.6821441650391
975509,159.8996124267578
975510,177.0771179199219
975511,-165.8276214599609
975512,-148.6437072753906
975513,-131.2825469970703
975514,-114.0783157348633
975515,-96.883056640625
975516,-79.5390625
975517,-62.27031326293945
975518,-45.11708831787109
975519,-28.09076309204102
975520,-10.96842288970947
975521,6.255279541015625
975522,23.40147018432617
975523,40.52598190307617
975524,57.81270980834961
975525,75.22047424316406
975526,92.31867218017578
975527,109.5409927368164
975528,126.7968826293945
975529,143.9766845703125
975530,161.3838195800781
975531,178.6881561279297
975532,-163.9901428222656
975533,-146.9298248291016
975534,-129.8073272705078
975535,-112.4723815917969
975536,-95.14492797851563
975537,-77.99797821044922
975538,-60.82767486572266
975539,-43.62932586669922
975540,-26.33312606811523
975541,-8.918539047241211
975542,8.381967544555664
975543,25.75017738342285
975544,42.87701797485352
975545,60.09817504882813
975546,77.45516967773438
975547,94.84262847900391
975548,111.9596710205078
975549,129.0637359619141
975550,146.3228912353516
975551,163.7017974853516
975552,-179.1630401611328
975553,-161.9923248291016
975554,-144.7632293701172
975555,-127.537223815918
975556,-110.327278137207
975557,-93.12556457519531
975558,-76.02322387695313
975559,-58.74994659423828
975560,-41.34356689453125
975561,-24.06557083129883
975562,-6.830527782440186
975563,10.48176002502441
975564,27.63772010803223
975565,44.9749641418457
975566,62.27851486206055
975567,79.53780364990234
975568,96.81574249267578
975569,114.0191116333008
975570,131.2927551269531
975571,148.499755859375
975572,165.6588287353516
975573,-177.2096557617188
975574,-160.0267181396484
975575,-142.9167327880859
975576,-125.6595230102539
975577,-108.3229141235352
975578,-91.08802032470703
975579,-73.81134033203125
975580,-56.76446914672852
975581,-39.47090911865234
975582,-22.1200065612793
975583,-4.922288417816162
975584,12.35311794281006
975585,29.58314323425293
975586,46.95421981811523
975587,64.27402496337891
975588,81.45884704589844
975589,98.79227447509766
975590,116.0125961303711
975591,133.2590484619141
975592,150.4401702880859
975593,167.6444244384766
975594,-175.1606292724609
975595,-157.9028472900391
975596,-140.5841979980469
975597,-123.2580413818359
975598,-106.0997085571289
975599,-88.82632446289063
975600,-71.57028198242188
975601,-54.18115997314453
975602,-36.90400695800781
975603,-19.67126083374023
975604,-2.324859619140625
975605,14.91141223907471
975606,32.19852447509766
975607,49.56242370605469
975608,66.71394348144531
975609,84.15400695800781
975610,101.336784362793
975611,118.7250823974609
975612,136.0279541015625
975613,153.2351837158203
975614,170.5448455810547
975615,-172.1349639892578
975616,-154.8128204345703
975617,-137.5998992919922
975618,-120.1585998535156
975619,-102.8355560302734
975620,-85.52938079833984
975621,-68.24049377441406
975622,-50.95455169677734
975623,-33.52454376220703
975624,-16.36684989929199
975625,0.9280149936676025
975626,18.20597839355469
975627,35.52544784545898
975628,52.76316452026367
975629,70.03072357177734
975630,87.48311614990234
975631,104.7926940917969
975632,121.985221862793
975633,139.1076049804688
975634,156.3961181640625
975635,173.7673492431641
975636,-169.1130523681641
975637,-151.797607421875
975638,-134.537353515625
975639,-117.1201248168945
975640,-99.78942108154297
975641,-82.57540893554688
975642,-65.34239959716797
975643,-47.98482513427734
975644,-30.58762741088867
975645,-13.4477710723877
975646,3.906781673431396
975647,21.35899353027344
975648,38.35012435913086
975649,55.81848526000977
975650,73.00188446044922
975651,90.32009124755859
975652,107.5431594848633
975653,124.8222351074219
975654,142.1426849365234
975655,159.4065246582031
975656,176.6693420410156
975657,-166.0176849365234
975658,-148.7691040039063
975659,-131.5494079589844
975660,-114.2489318847656
975661,-96.9044189453125
975662,-79.74811553955078
975663,-62.49694442749023
975664,-45.23421859741211
975665,-27.80182647705078
975666,-10.52080154418945
975667,6.922770977020264
975668,24.16654396057129
975669,41.64044189453125
975670,58.95546722412109
975671,76.34237670898438
975672,93.55132293701172
975673,110.8999252319336
975674,128.1537475585938
975675,145.3512573242188
975676,162.6620483398438
975677,179.9251403808594
975678,-162.604248046875
975679,-145.4890289306641
975680,-128.2378997802734
975681,-111.0042190551758
975682,-93.66944122314453
975683,-76.52606964111328
975684,-59.2441520690918
975685,-42.01543045043945
975686,-24.62235641479492
975687,-7.341906547546387
975688,9.840787887573242
975689,26.91521453857422
975690,44.22449493408203
975691,61.32502746582031
975692,78.49885559082031
975693,95.83424377441406
975694,112.9860534667969
975695,130.2176666259766
975696,147.5219421386719
975697,164.8488616943359
975698,-177.8898315429688
975699,-160.6808929443359
975700,-143.3495025634766
975701,-126.2633209228516
975702,-109.0167007446289
975703,-91.68241119384766
975704,-74.37085723876953
975705,-57.05627822875977
975706,-39.90897750854492
975707,-22.55808448791504
975708,-5.423969745635986
975709,11.97616386413574
975710,29.13441276550293
975711,46.51807022094727
975712,63.76920318603516
975713,81.14225769042969
975714,98.49128723144531
975715,115.8080673217773
975716,133.1991729736328
975717,150.4323883056641
975718,167.8432922363281
975719,-174.9826507568359
975720,-157.6140899658203
975721,-140.3040161132813
975722,-123.0911026000977
975723,-105.7342529296875
975724,-88.61037445068359
975725,-71.2607421875
975726,-54.01065826416016
975727,-36.71139526367188
975728,-19.37743186950684
975729,-2.074878215789795
975730,15.19859409332275
975731,32.37556076049805
975732,49.66969299316406
975733,66.78843688964844
975734,84.04993438720703
975735,101.3679046630859
975736,118.5638275146484
975737,135.9194030761719
975738,153.1608276367188
975739,170.3490295410156
975740,-172.3459167480469
975741,-155.2241516113281
975742,-137.8131408691406
975743,-120.4098281860352
975744,-103.1919250488281
975745,-86.01187896728516
975746,-68.75209045410156
975747,-51.45734024047852
975748,-34.2946891784668
975749,-16.89749145507813
975750,0.2183985263109207
975751,17.36187362670898
975752,34.75309371948242
975753,52.10654067993164
975754,69.23180389404297
975755,86.50900268554688
975756,103.8380355834961
975757,121.1891708374023
975758,138.5106658935547
975759,155.8008270263672
975760,172.9699096679688
975761,-169.8374786376953
975762,-152.5489807128906
975763,-135.2556762695313
975764,-117.9430770874023
975765,-100.6048126220703
975766,-83.44978332519531
975767,-66.18723297119141
975768,-48.95883178710938
975769,-31.66964530944824
975770,-14.45190238952637
975771,2.887258052825928
