LECROYWR640Zi,55822,Waveform
Segments,1,SegmentSize,24886
Segment,TrigTime,TimeSinceSegment1
#1,25-Jun-2026 11:18:56,0                 
Time,Ampl
981415,-68.37566375732422
981416,-50.96923065185547
981417,-33.64315795898438
981418,-16.31985473632813
981419,0.8416668772697449
981420,18.07790756225586
981421,35.41255187988281
981422,52.80375671386719
981423,70.06744384765625
981424,87.40371704101563
981425,104.591682434082
981426,121.9636077880859
981427,139.2784729003906
981428,156.6190185546875
981429,174.0742034912109
981430,-168.5706329345703
981431,-151.226318359375
981432,-133.8928070068359
981433,-116.5699844360352
981434,-99.29673767089844
981435,-81.88893890380859
981436,-64.50313568115234
981437,-47.10094451904297
981438,-29.83318710327148
981439,-12.66029453277588
981440,4.651915550231934
981441,22.01587677001953
981442,39.21208190917969
981443,56.55403518676758
981444,73.75850677490234
981445,91.25200653076172
981446,108.4969024658203
981447,125.7246780395508
981448,143.0316009521484
981449,160.3635559082031
981450,177.6285552978516
981451,-165.1646118164063
981452,-147.8672790527344
981453,-130.6682281494141
981454,-113.3301620483398
981455,-95.94437408447266
981456,-78.82553863525391
981457,-61.53227615356445
981458,-44.30843734741211
981459,-26.99537467956543
981460,-9.659599304199219
981461,7.598217487335205
981462,24.91035461425781
981463,42.33302688598633
981464,59.67975234985352
981465,77.03482055664063
981466,94.26261138916016
981467,111.4962997436523
981468,128.5903167724609
981469,145.8055419921875
981470,163.0263061523438
981471,-179.6784515380859
981472,-162.4375152587891
981473,-145.2765045166016
981474,-127.9951171875
981475,-110.6947021484375
981476,-93.40653228759766
981477,-76.05778503417969
981478,-58.77542495727539
981479,-41.47907638549805
981480,-24.20171356201172
981481,-6.814453601837158
981482,10.60398578643799
981483,27.96966934204102
981484,45.30198669433594
981485,62.79930877685547
981486,80.35635375976563
981487,97.62380218505859
981488,115.0099411010742
981489,132.3032531738281
981490,149.7629699707031
981491,167.1790008544922
981492,-175.5715179443359
981493,-158.3781890869141
981494,-141.0154724121094
981495,-123.5906753540039
981496,-106.1037445068359
981497,-88.94877624511719
981498,-71.70082092285156
981499,-54.54041290283203
981500,-37.23505401611328
981501,-19.80774688720703
981502,-2.5781090259552
981503,14.67776775360107
981504,32.00403213500977
981505,49.21348190307617
981506,66.52339172363281
981507,83.80089569091797
981508,101.0850601196289
981509,118.2639541625977
981510,135.4276733398438
981511,152.658935546875
981512,169.8337249755859
981513,-172.9544830322266
981514,-155.7235107421875
981515,-138.3860015869141
981516,-121.0801086425781
981517,-103.8637771606445
981518,-86.70074462890625
981519,-69.41689300537109
981520,-52.23811340332031
981521,-35.13706970214844
981522,-17.64668083190918
981523,-0.4980533421039581
981524,16.72550010681152
981525,33.96749877929688
981526,51.27518081665039
981527,68.4532470703125
981528,85.86756134033203
981529,103.1231536865234
981530,120.4104766845703
981531,137.7855682373047
981532,155.2386627197266
981533,172.4350738525391
981534,-170.2561798095703
981535,-152.8898162841797
981536,-135.47900390625
981537,-118.2084808349609
981538,-100.9536666870117
981539,-83.69077301025391
981540,-66.34488677978516
981541,-49.12394332885742
981542,-31.79677581787109
981543,-14.45654964447021
981544,3.006856679916382
981545,20.31336784362793
981546,37.57110977172852
981547,54.87067413330078
981548,72.07479095458984
981549,89.29347991943359
981550,106.5863342285156
981551,123.8556900024414
981552,141.0566558837891
981553,158.3364105224609
981554,175.6481628417969
981555,-166.9098815917969
981556,-149.6665954589844
981557,-132.484375
981558,-115.2265853881836
981559,-97.79824829101563
981560,-80.54065704345703
981561,-63.28222274780273
981562,-45.9473991394043
981563,-28.64868354797363
981564,-11.24979305267334
981565,6.178402423858643
981566,23.46008110046387
981567,40.86629867553711
981568,58.23435211181641
981569,75.42626953125
981570,92.64562225341797
981571,109.9208297729492
981572,126.9723434448242
981573,144.2068786621094
981574,161.2779235839844
981575,178.6581420898438
981576,-164.2089691162109
981577,-146.8740081787109
981578,-129.5486450195313
981579,-112.2662887573242
981580,-95.04659271240234
981581,-77.79863739013672
981582,-60.38298034667969
981583,-43.21756362915039
981584,-25.91586494445801
981585,-8.643237113952637
981586,8.63221549987793
981587,25.84668922424316
981588,43.14742279052734
981589,60.44457244873047
981590,77.81758880615234
981591,95.15008544921875
981592,112.4427871704102
981593,129.7808380126953
981594,146.9600219726563
981595,164.2418670654297
981596,-178.4385833740234
981597,-161.0760803222656
981598,-143.7410278320313
981599,-126.3301773071289
981600,-108.9531936645508
981601,-91.6385498046875
981602,-74.50582885742188
981603,-57.19670867919922
981604,-39.89555358886719
981605,-22.62869644165039
981606,-5.403595447540283
981607,11.80616760253906
981608,29.06104278564453
981609,46.3377799987793
981610,63.55671310424805
981611,80.90194702148438
981612,98.00993347167969
981613,115.0340118408203
981614,132.3538360595703
981615,149.6272735595703
981616,166.8808135986328
981617,-175.7898864746094
981618,-158.505126953125
981619,-141.2131805419922
981620,-123.7527160644531
981621,-106.5248413085938
981622,-89.13079833984375
981623,-71.93353271484375
981624,-54.74443817138672
981625,-37.44536209106445
981626,-20.15341758728027
981627,-2.829548835754395
981628,14.46351528167725
981629,31.70136833190918
981630,48.93904113769531
981631,66.29303741455078
981632,83.65036773681641
981633,100.9458389282227
981634,118.3063430786133
981635,135.63037109375
981636,152.9505004882813
981637,170.2460479736328
981638,-172.4593811035156
981639,-155.2382659912109
981640,-138.0912322998047
981641,-120.878776550293
981642,-103.5747375488281
981643,-86.40898895263672
981644,-69.16836547851563
981645,-51.93632507324219
981646,-34.59889221191406
981647,-17.34811210632324
981648,-0.08875779807567596
981649,17.14807891845703
981650,34.40043258666992
981651,51.72519302368164
981652,68.79349517822266
981653,86.03888702392578
981654,103.1049423217773
981655,120.3290252685547
981656,137.5331573486328
981657,154.754638671875
981658,171.8446350097656
981659,-170.9964904785156
981660,-153.7694244384766
981661,-136.6141357421875
981662,-119.1885681152344
981663,-101.7925109863281
981664,-84.49277496337891
981665,-67.2176513671875
981666,-49.9215202331543
981667,-32.70742797851563
981668,-15.46629333496094
981669,1.623934149742126
981670,18.96306419372559
981671,36.22129058837891
981672,53.32801055908203
981673,70.63215637207031
981674,87.88764953613281
981675,105.0677108764648
981676,122.382453918457
981677,139.5931854248047
981678,156.8765258789063
981679,174.1790618896484
981680,-168.4813232421875
981681,-151.1773986816406
981682,-133.8907623291016
981683,-116.6958923339844
981684,-99.42405700683594
981685,-82.09027099609375
981686,-64.90071868896484
981687,-47.53672790527344
981688,-30.36098861694336
981689,-12.99067878723145
981690,4.214630603790283
981691,21.31502342224121
981692,38.52240371704102
981693,55.79476165771484
981694,73.05088806152344
981695,90.28672027587891
981696,107.6584167480469
981697,124.8868255615234
981698,142.1171112060547
981699,159.2987213134766
981700,176.4709014892578
981701,-166.3005828857422
981702,-148.9779205322266
981703,-131.7032775878906
981704,-114.413200378418
981705,-97.11041259765625
981706,-79.93598937988281
981707,-62.70518493652344
981708,-45.4416618347168
981709,-28.24752426147461
981710,-11.05456447601318
981711,6.187492370605469
981712,23.39747428894043
981713,40.59972381591797
981714,57.87199020385742
981715,75.07699584960938
981716,92.35543823242188
981717,109.7017517089844
981718,127.0717086791992
981719,144.2828063964844
981720,161.5806427001953
981721,178.8405914306641
981722,-163.8680267333984
981723,-146.5093994140625
981724,-129.2029724121094
981725,-111.7748565673828
981726,-94.38706207275391
981727,-77.10990905761719
981728,-59.88877487182617
981729,-42.5399169921875
981730,-25.14526748657227
981731,-7.896183967590332
981732,9.534578323364258
981733,26.76187896728516
981734,43.94988632202148
981735,61.32316207885742
981736,78.65993499755859
981737,95.92217254638672
981738,113.2339935302734
981739,130.4951782226563
981740,147.9172058105469
981741,165.1399993896484
981742,-177.4875030517578
981743,-160.1510620117188
981744,-142.7943572998047
981745,-125.3354339599609
981746,-108.0442352294922
981747,-90.76686096191406
981748,-73.54125213623047
981749,-56.20663452148438
981750,-38.94031524658203
981751,-21.68062591552734
981752,-4.251033782958984
981753,13.04643630981445
981754,30.27381706237793
981755,47.66373443603516
981756,64.969970703125
981757,82.29507446289063
981758,99.56569671630859
981759,116.811897277832
981760,134.1545867919922
981761,151.4916839599609
981762,168.7203826904297
981763,-173.9356079101563
981764,-156.4564971923828
981765,-139.3428039550781
981766,-121.9403762817383
981767,-104.6370162963867
981768,-87.35394287109375
981769,-70.02240753173828
981770,-52.69529342651367
981771,-35.50322723388672
981772,-18.20011138916016
981773,-0.9239069223403931
981774,16.41564559936523
981775,33.70512771606445
981776,51.03538131713867
981777,68.42307281494141
981778,85.74941253662109
981779,103.0578079223633
981780,120.3014602661133
981781,137.4071044921875
981782,154.6435546875
981783,172.0268859863281
981784,-170.723876953125
981785,-153.4053192138672
981786,-136.0331726074219
981787,-118.6616744995117
981788,-101.3636093139648
981789,-84.32289123535156
981790,-67.07949829101563
981791,-49.83853149414063
981792,-32.52219772338867
981793,-15.05930233001709
981794,2.334190368652344
981795,19.72512626647949
981796,37.01776123046875
981797,54.35660934448242
981798,71.65098571777344
981799,88.8995361328125
981800,106.1541366577148
981801,123.5545120239258
981802,140.8302612304688
981803,158.0121002197266
981804,175.3131103515625
981805,-167.47607421875
981806,-150.152587890625
981807,-132.8273315429688
981808,-115.4772720336914
981809,-98.17934417724609
981810,-80.76897430419922
981811,-63.5659294128418
981812,-46.25645065307617
981813,-28.90668678283691
981814,-11.60058879852295
981815,5.73750638961792
981816,23.13781356811523
981817,40.32480239868164
981818,57.74552917480469
981819,74.98184204101563
981820,92.18162536621094
981821,109.3721313476563
981822,126.7742538452148
981823,143.9524230957031
981824,161.3653259277344
981825,178.7171020507813
981826,-163.9418029785156
981827,-146.5255737304688
981828,-129.2198028564453
981829,-111.9912567138672
981830,-94.57903289794922
981831,-77.39511108398438
981832,-59.96770095825195
981833,-42.56356811523438
981834,-25.17241477966309
981835,-7.752261638641357
981836,9.569744110107422
981837,27.03110313415527
981838,44.3420295715332
981839,61.73560333251953
981840,78.93782043457031
981841,96.30567932128906
981842,113.5133438110352
981843,130.6892395019531
981844,148.0137786865234
981845,165.34912109375
981846,-177.3018646240234
981847,-159.8899230957031
981848,-142.6096496582031
981849,-125.3301849365234
981850,-107.999626159668
981851,-90.6917724609375
981852,-73.30189514160156
981853,-55.92076873779297
981854,-38.61739349365234
981855,-21.40313339233398
981856,-4.071775436401367
981857,13.35772323608398
981858,30.33026695251465
981859,47.62713623046875
981860,65.10174560546875
981861,82.38632965087891
981862,99.65576171875
981863,117.070671081543
981864,134.4917449951172
981865,151.9674987792969
981866,169.3825531005859
981867,-173.1883087158203
981868,-155.7400970458984
981869,-138.3072509765625
981870,-120.9230117797852
981871,-103.5987014770508
981872,-86.35501098632813
981873,-68.87545013427734
981874,-51.58550262451172
981875,-34.12469863891602
981876,-16.73407173156738
981877,0.6004958152770996
981878,17.86295509338379
981879,35.25989532470703
981880,52.48735809326172
981881,69.69382476806641
981882,86.98348999023438
981883,104.3827438354492
981884,121.6844482421875
981885,139.0229339599609
981886,156.3393707275391
981887,173.7432250976563
981888,-168.9272918701172
981889,-151.5799713134766
981890,-134.3383483886719
981891,-116.9754867553711
981892,-99.58206176757813
981893,-82.26464080810547
981894,-64.82333374023438
981895,-47.48903274536133
981896,-30.08616065979004
981897,-12.74648475646973
981898,4.616275787353516
981899,21.98610305786133
981900,39.37649154663086
981901,56.74521636962891
981902,74.13685607910156
981903,91.48210906982422
981904,108.7041931152344
981905,125.9896011352539
981906,143.2266845703125
981907,160.3383178710938
981908,177.4582214355469
981909,-165.2188568115234
981910,-148.0119476318359
981911,-130.6418914794922
981912,-113.3232498168945
981913,-96.02748107910156
981914,-78.72238922119141
981915,-61.36077499389648
981916,-44.07475662231445
981917,-26.62258529663086
981918,-9.341715812683105
981919,7.854222297668457
981920,25.07426452636719
981921,42.38433837890625
981922,59.66381454467773
981923,76.99971008300781
981924,94.22100830078125
981925,111.5612564086914
981926,128.8023834228516
981927,146.0896453857422
981928,163.3772583007813
981929,-179.4273376464844
981930,-162.1105804443359
981931,-144.6987609863281
981932,-127.4032821655273
981933,-110.0804290771484
981934,-92.86164855957031
981935,-75.54580688476563
981936,-58.25043487548828
981937,-40.91103744506836
981938,-23.55112648010254
981939,-6.367440223693848
981940,11.00038719177246
981941,28.39182090759277
981942,45.67341232299805
981943,62.97837448120117
981944,80.298095703125
981945,97.66367340087891
981946,114.9497375488281
981947,132.2195739746094
981948,149.689697265625
981949,166.9995574951172
981950,-175.7488555908203
981951,-158.4772186279297
981952,-141.1000671386719
981953,-123.7399826049805
981954,-106.4580307006836
981955,-89.18540191650391
981956,-71.72713470458984
981957,-54.25827407836914
981958,-37.0565185546875
981959,-19.72981262207031
981960,-2.448738098144531
981961,14.87538909912109
981962,32.29610824584961
981963,49.4810905456543
981964,66.81481170654297
981965,84.09607696533203
981966,101.5169906616211
981967,118.889289855957
981968,136.3227233886719
981969,153.5792236328125
981970,170.8070373535156
981971,-171.8645172119141
981972,-154.6472015380859
981973,-137.2583312988281
981974,-119.9477081298828
981975,-102.6528472900391
981976,-85.2999267578125
981977,-67.98934936523438
981978,-50.78903579711914
981979,-33.59088516235352
981980,-16.34044075012207
981981,0.9398180246353149
981982,18.21267890930176
981983,35.52010345458984
981984,52.76525497436523
981985,69.97128295898438
981986,87.13005065917969
981987,104.4713287353516
981988,121.7001876831055
981989,139.0063323974609
981990,156.3201446533203
981991,173.5853424072266
981992,-169.1695251464844
981993,-151.9539184570313
981994,-134.5454711914063
981995,-117.3396224975586
981996,-100.0105895996094
981997,-82.77297210693359
981998,-65.44561767578125
981999,-48.32244491577148
982000,-31.0009593963623
982001,-13.64916610717773
982002,3.659684896469116
982003,21.04833602905273
982004,38.31606292724609
982005,55.66822814941406
982006,72.8839111328125
982007,90.26493072509766
982008,107.5241928100586
982009,124.8786697387695
982010,142.2681274414063
982011,159.6028747558594
982012,176.7817687988281
982013,-165.8574066162109
982014,-148.4743041992188
982015,-131.18701171875
982016,-113.8343658447266
982017,-96.4654541015625
982018,-79.28727722167969
982019,-62.03810119628906
982020,-44.7794303894043
982021,-27.43527793884277
982022,-10.12609195709229
982023,7.126555919647217
982024,24.52506065368652
982025,41.83209991455078
982026,59.21942520141602
982027,76.31584930419922
982028,93.50837707519531
982029,110.8786239624023
982030,128.3207244873047
982031,145.7432708740234
982032,162.965576171875
982033,-179.7484741210938
982034,-162.5185241699219
982035,-145.2227325439453
982036,-127.8266372680664
982037,-110.4440994262695
982038,-93.10072326660156
982039,-76.04442596435547
982040,-58.79938888549805
982041,-41.45487213134766
982042,-24.21955299377441
982043,-6.985079765319824
982044,10.19505500793457
982045,27.46787071228027
982046,44.77355194091797
982047,62.09785079956055
982048,79.39533233642578
982049,96.6409912109375
982050,113.8670349121094
982051,131.2702026367188
982052,148.6215515136719
982053,165.9538879394531
982054,-176.7210998535156
982055,-159.3145904541016
982056,-141.8279418945313
982057,-124.7121276855469
982058,-107.4749145507813
982059,-90.03460693359375
982060,-72.84481811523438
982061,-55.72152709960938
982062,-38.54428482055664
982063,-21.33112716674805
982064,-4.051575183868408
982065,13.14234447479248
982066,30.33317565917969
982067,47.74887466430664
982068,64.91966247558594
982069,82.12808990478516
982070,99.44971466064453
982071,116.8002166748047
982072,134.037841796875
982073,151.4385833740234
982074,168.6004791259766
982075,-174.1410522460938
982076,-156.9665069580078
982077,-139.7000885009766
982078,-122.3708038330078
982079,-105.2537536621094
982080,-88.03976440429688
982081,-70.7802734375
982082,-53.47756576538086
982083,-36.2772331237793
982084,-18.90670013427734
982085,-1.607576251029968
982086,15.49270820617676
982087,32.89612579345703
982088,50.26037216186523
982089,67.69081115722656
982090,84.84958648681641
982091,102.1095886230469
982092,119.2840728759766
982093,136.4203796386719
982094,153.8064422607422
982095,171.0231475830078
982096,-171.4978332519531
982097,-154.1489715576172
982098,-136.8709106445313
982099,-119.5526657104492
982100,-102.2881622314453
982101,-85.0625
982102,-67.83910369873047
982103,-50.58232116699219
982104,-33.42418670654297
982105,-16.11681747436523
982106,1.165353655815125
982107,18.34153747558594
982108,35.77939224243164
982109,52.91522598266602
982110,70.15145874023438
982111,87.34162902832031
982112,104.5186233520508
982113,121.9170684814453
982114,139.1287536621094
982115,156.24951171875
982116,173.6324615478516
982117,-169.1181793212891
982118,-151.7651977539063
982119,-134.4603271484375
982120,-117.1485748291016
982121,-99.90882873535156
982122,-82.71099853515625
982123,-65.33747863769531
982124,-48.09363174438477
982125,-30.85354042053223
982126,-13.48117923736572
982127,3.653056621551514
982128,20.95529365539551
982129,38.27742004394531
982130,55.68148803710938
982131,72.90323638916016
982132,90.09400177001953
982133,107.4258499145508
982134,124.6059875488281
982135,141.9134674072266
982136,159.0652313232422
982137,176.4158172607422
982138,-166.3653106689453
982139,-149.1089782714844
982140,-131.8618469238281
982141,-114.7039566040039
982142,-97.43614959716797
982143,-80.05705261230469
982144,-62.67512130737305
982145,-45.43691635131836
982146,-28.17559432983398
982147,-10.93217658996582
982148,6.402514934539795
982149,23.6129264831543
982150,40.8457145690918
982151,57.9603157043457
982152,75.13604736328125
982153,92.30352020263672
982154,109.5730743408203
982155,126.7974548339844
982156,144.0403137207031
982157,161.3199310302734
982158,178.5545654296875
982159,-164.0800170898438
982160,-146.8350982666016
982161,-129.5527801513672
982162,-112.2879180908203
982163,-94.94818878173828
982164,-77.75176239013672
982165,-60.37650299072266
982166,-43.00268173217773
982167,-25.78860282897949
982168,-8.464724540710449
982169,8.821504592895508
982170,26.22187232971191
982171,43.36653900146484
982172,60.56573867797852
982173,77.98529052734375
982174,95.35597229003906
982175,112.7579040527344
982176,129.9985656738281
982177,147.3622131347656
982178,164.7179260253906
982179,-178.1181945800781
982180,-160.8964996337891
982181,-143.4846038818359
982182,-126.2692260742188
982183,-109.0475158691406
982184,-91.82556915283203
982185,-74.51068878173828
982186,-57.27236175537109
982187,-40.03998947143555
982188,-22.66248321533203
982189,-5.493403911590576
982190,11.67614459991455
982191,29.0373706817627
982192,46.23933410644531
982193,63.50435256958008
982194,80.85066223144531
982195,98.22728729248047
982196,115.4147186279297
982197,132.5735778808594
982198,149.7928009033203
982199,167.2037353515625
982200,-175.4004669189453
982201,-158.3341979980469
982202,-140.9346466064453
982203,-123.6667861938477
982204,-106.5268096923828
982205,-89.28676605224609
982206,-71.95278930664063
982207,-54.85491180419922
982208,-37.68784713745117
982209,-20.61730194091797
982210,-3.358860015869141
982211,13.56831741333008
982212,30.92504119873047
982213,48.30073928833008
982214,65.65281677246094
982215,82.89195251464844
982216,100.1984405517578
982217,117.5531539916992
982218,134.7174682617188
982219,151.7709197998047
982220,168.9525604248047
982221,-173.6688842773438
982222,-156.5493469238281
982223,-139.3640899658203
982224,-122.0073318481445
982225,-104.6477661132813
982226,-87.45214080810547
982227,-70.33995056152344
982228,-53.19425964355469
982229,-35.87009429931641
982230,-18.69619941711426
982231,-1.413433432579041
982232,15.85123252868652
982233,33.11217880249023
982234,50.42543029785156
982235,67.64292144775391
982236,84.75743103027344
982237,102.0769195556641
982238,119.44970703125
982239,136.8043975830078
982240,154.0623931884766
982241,171.247802734375
982242,-171.5699768066406
982243,-154.3309936523438
982244,-137.1632690429688
982245,-119.7265701293945
982246,-102.4755477905273
982247,-85.17483520507813
982248,-68.10540008544922
982249,-50.74259948730469
982250,-33.47496795654297
982251,-16.0255069732666
982252,1.137574434280396
982253,18.31164741516113
982254,35.39003372192383
982255,52.66065216064453
982256,69.84339904785156
982257,87.16666412353516
982258,104.4699401855469
982259,121.7628402709961
982260,139.0498352050781
982261,156.2481384277344
982262,173.4951324462891
982263,-169.1442108154297
982264,-151.8430786132813
982265,-134.4834442138672
982266,-117.3482894897461
982267,-100.1242065429688
982268,-82.99314117431641
982269,-65.5430908203125
982270,-48.35634613037109
982271,-31.10967254638672
982272,-13.86693477630615
982273,3.416497230529785
982274,20.64948272705078
982275,37.82859420776367
982276,55.13131713867188
982277,72.49477386474609
982278,89.74271392822266
982279,107.0136642456055
982280,124.3224639892578
982281,141.4516906738281
982282,158.6492309570313
982283,175.9757080078125
982284,-166.8883514404297
982285,-149.6114654541016
982286,-132.3773040771484
982287,-115.1149215698242
982288,-97.83547973632813
982289,-80.65441131591797
982290,-63.29335403442383
982291,-46.00489044189453
982292,-28.71578598022461
982293,-11.39614009857178
982294,5.888193607330322
982295,23.28363609313965
982296,40.66766738891602
982297,57.83996963500977
982298,75.16600036621094
982299,92.40823364257813
982300,109.6033020019531
982301,126.8679580688477
982302,144.0261993408203
982303,161.3439025878906
982304,178.4534606933594
982305,-164.1891632080078
982306,-146.9696044921875
982307,-129.5911407470703
982308,-112.2893600463867
982309,-94.94305419921875
982310,-77.59217071533203
982311,-60.33983612060547
982312,-43.13726043701172
982313,-25.77871131896973
982314,-8.648348808288574
982315,8.625991821289063
982316,25.86373901367188
982317,43.14162445068359
982318,60.60427856445313
982319,77.83856201171875
982320,95.15499877929688
982321,112.4570007324219
982322,129.7015075683594
982323,146.9561462402344
982324,164.1896362304688
982325,-178.3701324462891
982326,-161.0065155029297
982327,-143.7002716064453
982328,-126.474235534668
982329,-109.243293762207
982330,-92.02967071533203
982331,-74.88680267333984
982332,-57.43255996704102
982333,-40.32786560058594
982334,-23.15711402893066
982335,-5.803313255310059
982336,11.51286315917969
982337,28.77264976501465
982338,46.0711669921875
982339,63.33501815795898
982340,80.5079345703125
982341,97.97169494628906
982342,115.3000869750977
982343,132.6852264404297
982344,149.8497772216797
982345,167.0652313232422
982346,-175.6961517333984
982347,-158.4616546630859
982348,-141.2174682617188
982349,-124.1942443847656
982350,-106.9282608032227
982351,-89.73755645751953
982352,-72.42350769042969
982353,-55.27709197998047
982354,-37.95626831054688
982355,-20.75164794921875
982356,-3.517597675323486
982357,13.61365604400635
982358,30.83402061462402
982359,48.02953720092773
982360,65.34197235107422
982361,82.51481628417969
982362,99.79296875
982363,117.0037078857422
982364,134.2991485595703
982365,151.5655212402344
982366,168.8569793701172
982367,-173.9756164550781
982368,-156.6529693603516
982369,-139.4748992919922
982370,-122.3677368164063
982371,-105.2100372314453
982372,-88.06925964355469
982373,-70.95059967041016
982374,-53.61538314819336
982375,-36.49366760253906
982376,-19.34466934204102
982377,-2.235780239105225
982378,14.99049282073975
982379,32.28029632568359
982380,49.4581413269043
982381,66.70271301269531
982382,83.80137634277344
982383,101.0178604125977
982384,118.1716613769531
982385,135.4368133544922
982386,152.6885223388672
982387,169.8936157226563
982388,-173.017333984375
982389,-155.712890625
982390,-138.400146484375
982391,-121.0782623291016
982392,-103.8040237426758
982393,-86.41802978515625
982394,-69.21175384521484
982395,-51.85569763183594
982396,-34.76730346679688
982397,-17.47815322875977
982398,-0.142700582742691
982399,17.1046199798584
982400,34.27742767333984
982401,51.54708480834961
982402,68.87651062011719
982403,86.17725372314453
982404,103.4425201416016
982405,120.6864395141602
982406,138.1649932861328
982407,155.4876403808594
982408,172.7688903808594
982409,-169.9210205078125
982410,-152.5853424072266
982411,-135.2318878173828
982412,-117.9506607055664
982413,-100.765739440918
982414,-83.6043701171875
982415,-66.20012664794922
982416,-49.07880401611328
982417,-31.99260139465332
982418,-14.69641876220703
982419,2.357272624969482
982420,19.53485107421875
982421,36.79380416870117
982422,54.13538360595703
982423,71.38895416259766
982424,88.5682373046875
982425,105.8018569946289
982426,123.0301361083984
982427,140.3274841308594
982428,157.4831695556641
982429,174.7742156982422
982430,-167.9928131103516
982431,-150.8314819335938
982432,-133.6719207763672
982433,-116.3623733520508
982434,-99.04799652099609
982435,-81.71649169921875
982436,-64.44227600097656
982437,-47.28229141235352
982438,-30.05060577392578
982439,-12.78242492675781
982440,4.509848594665527
982441,21.8397159576416
982442,38.98032379150391
982443,56.24561309814453
982444,73.39326477050781
982445,90.68032073974609
982446,107.9747619628906
982447,125.2658386230469
982448,142.5048828125
982449,159.5808868408203
982450,176.7889251708984
982451,-165.9104614257813
982452,-148.6208038330078
982453,-131.4069061279297
982454,-114.161506652832
982455,-96.85035705566406
982456,-79.42101287841797
982457,-62.22211837768555
982458,-44.91986465454102
982459,-27.72689628601074
982460,-10.46711349487305
982461,6.870667934417725
982462,24.20564651489258
982463,41.4852294921875
982464,58.74846649169922
982465,76.03720092773438
982466,93.17115020751953
982467,110.5194473266602
982468,127.7690124511719
982469,145.0789794921875
982470,162.2892913818359
982471,179.5088653564453
982472,-163.2208709716797
982473,-145.7668151855469
982474,-128.5722961425781
982475,-111.2345809936523
982476,-93.88303375244141
982477,-76.50251770019531
982478,-59.25551986694336
982479,-42.09680557250977
982480,-24.80340957641602
982481,-7.777796745300293
982482,9.388001441955566
982483,26.51659774780273
982484,43.7298583984375
982485,60.87860870361328
982486,78.09722900390625
982487,95.37002563476563
982488,112.5247268676758
982489,129.8856353759766
982490,147.1159973144531
982491,164.5075988769531
982492,-178.2710723876953
982493,-161.0557403564453
982494,-143.6132202148438
982495,-126.3629531860352
982496,-109.0177841186523
982497,-91.69036865234375
982498,-74.48410797119141
982499,-57.39128875732422
982500,-40.07968902587891
982501,-22.85782814025879
982502,-5.528625011444092
982503,11.75002288818359
982504,29.09598541259766
982505,46.36018371582031
982506,63.6438102722168
982507,80.94248962402344
982508,98.33618927001953
982509,115.6575775146484
982510,133.0032653808594
982511,150.2786712646484
982512,167.5679321289063
982513,-175.1679534912109
982514,-157.9967956542969
982515,-140.7539367675781
982516,-123.5474700927734
982517,-106.2843170166016
982518,-89.05894470214844
982519,-71.71373748779297
982520,-54.52455902099609
982521,-37.12437057495117
982522,-19.79108428955078
982523,-2.459622621536255
982524,14.87458038330078
982525,32.04404830932617
982526,49.35672378540039
982527,66.64684295654297
982528,83.95778656005859
982529,101.3007888793945
982530,118.5489807128906
982531,135.7944030761719
982532,153.0160369873047
982533,170.2142333984375
982534,-172.5471343994141
982535,-155.2680053710938
982536,-137.9937591552734
982537,-120.7533187866211
982538,-103.4548568725586
982539,-86.11766815185547
982540,-68.82919311523438
982541,-51.5923957824707
982542,-34.46992874145508
982543,-17.07624053955078
982544,0.5379120111465454
982545,17.65056991577148
982546,34.90670776367188
982547,52.10540771484375
982548,69.46566772460938
982549,86.65727996826172
982550,104.0285034179688
982551,121.1636810302734
982552,138.7119903564453
982553,156.2032928466797
982554,173.5946807861328
982555,-169.1366271972656
982556,-151.8633728027344
982557,-134.5526428222656
982558,-117.1998519897461
982559,-99.83650207519531
982560,-82.46703338623047
982561,-65.12773895263672
982562,-47.86308670043945
982563,-30.63021278381348
982564,-13.24418926239014
982565,4.046444892883301
982566,21.29069328308105
982567,38.56746292114258
982568,55.8376579284668
982569,73.07302856445313
982570,90.3533935546875
982571,107.6405334472656
982572,124.9495391845703
982573,142.3228912353516
982574,159.6602783203125
982575,176.9205169677734
982576,-165.9314270019531
982577,-148.6528930664063
982578,-131.5477600097656
982579,-114.0442733764648
982580,-96.79119873046875
982581,-79.44312286376953
982582,-62.1573486328125
982583,-44.87523651123047
982584,-27.51242828369141
982585,-10.25027084350586
982586,6.885741233825684
982587,24.1334342956543
982588,41.37737655639648
982589,58.46696472167969
982590,75.77350616455078
982591,92.94269561767578
982592,110.2870254516602
982593,127.524787902832
982594,144.7179718017578
982595,161.8748016357422
982596,179.1781311035156
982597,-163.6560516357422
982598,-146.4229278564453
982599,-129.2209014892578
982600,-112.1287460327148
982601,-94.7412109375
982602,-77.60157012939453
982603,-60.34580612182617
982604,-43.11806488037109
982605,-25.8663272857666
982606,-8.488306045532227
982607,8.835707664489746
982608,26.1215763092041
982609,43.45078659057617
982610,60.68881607055664
982611,77.90705871582031
982612,95.23279571533203
982613,112.476188659668
982614,129.7359466552734
982615,146.8641204833984
982616,164.1495513916016
982617,-178.627685546875
982618,-161.249267578125
982619,-144.1054534912109
982620,-126.755485534668
982621,-109.4950561523438
982622,-92.16329956054688
982623,-74.89397430419922
982624,-57.56934356689453
982625,-40.34130859375
982626,-23.16630172729492
982627,-6.012327194213867
982628,11.04608917236328
